source_file,object_path,object_type,reason,evidence,blocks_evaluation_use
ES10.mat,/ES10/EIS_Data/EIS_Reference_Table,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C1/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C1/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C1/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C2/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C2/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C2/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C3/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C3/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C3/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C4/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C4/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C4/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C5/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C5/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C5/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C6/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C6/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C6/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C7/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C7/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C7/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C8/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C8/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/EIS_Data/ES10C8/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Initial_Date,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C1/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C1/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C2/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C2/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C3/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C3/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C4/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C4/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C5/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C5/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C6/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C6/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C7/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/ES10C7/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES10.mat,/ES10/Transient_Data/Serial_Date,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/EIS_Reference_Table,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C1/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C1/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C1/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C2/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C2/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C2/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C3/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C3/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C3/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C4/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C4/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C4/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C5/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C5/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C5/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C6/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C6/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C6/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C7/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C7/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C7/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C8/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C8/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/EIS_Data/ES12C8/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Initial_Date,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C1/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C1/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C2/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C2/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C3/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C3/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C4/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C4/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C5/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C5/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C6/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C6/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C7/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C7/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C8/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/ES12C8/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES12.mat,/ES12/Transient_Data/Serial_Date,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/EIS_Reference_Table,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C1/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C1/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C1/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C2/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C2/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C2/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C3/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C3/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C3/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C4/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C4/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C4/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C5/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C5/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C5/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C6/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C6/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C6/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C7/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C7/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C7/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C8/EIS_Measurement/ColumNames,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C8/EIS_Measurement/Data,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/EIS_Data/ES14C8/EIS_Measurement/Header,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Initial_Date,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C1/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C1/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C2/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C2/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C3/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C3/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C4/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C4/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C5/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C5/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C6/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C6/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C7/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C7/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C8/VL,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/ES14C8/VO,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
ES14.mat,/ES14/Transient_Data/Serial_Date,dataset,unknown_semantics,No frozen source-field mapping supplied; path tokens are not treated as semantic proof.,True
